WnvPresent,Latitude,Longitude,AddressAccuracy,Last7Average_Temp,Last14Average_Temp,MonthAverage_Temp,Last7Total_Rainfall,Last14Total_Rainfall,MonthTotal_Rainfall,Last7Average_Windspeed,Last14Average_Windspeed,MonthAverage_Windspeed,Last7Average_Daylight,Last14Average_Daylight,MonthAverage_Daylight,Last7Average_Departure,Last14Average_Departure,MonthAverage_Departure,Last7Average_WetBulb,Last14Average_WetBulb,MonthAverage_WetBulb,Last7Average_DewPoint,Last14Average_DewPoint,MonthAverage_DewPoint,Species_fac,Trap_fac
0,41.999129,-87.795585,8,67.5714285714,60.0,62.0,1.07,0.07,0.65,4.4,11.2,10.5785714286,188.06,889.142857143,868.928571429,846.666666667,5.0,3.85714285714,4.85714285714,47.0,52.5,54.8571428571,49.0,44.1428571429,4,14
0,42.01743,-87.687769,8,67.5714285714,60.0,62.0,1.07,0.07,0.65,4.4,11.2,10.5785714286,188.06,889.142857143,868.928571429,846.666666667,5.0,3.85714285714,4.85714285714,47.0,52.5,54.8571428571,49.0,44.1428571429,4,15
0,41.907645,-87.760886,8,67.5714285714,60.0,62.0,1.07,0.07,0.65,4.4,11.2,10.5785714286,188.06,889.142857143,868.928571429,846.666666667,5.0,3.85714285714,4.85714285714,47.0,52.5,54.8571428571,49.0,44.1428571429,1,16
0,41.732984,-87.649642,8,67.5714285714,60.0,62.0,1.07,0.07,0.65,4.4,11.2,10.5785714286,188.06,889.142857143,868.928571429,846.666666667,5.0,3.85714285714,4.85714285714,47.0,52.5,54.8571428571,49.0,44.1428571429,1,17
0,41.95469,-87.800991,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,0
0,41.95469,-87.800991,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,0
0,41.95469,-87.800991,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,3,0
0,41.974089,-87.824812,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,2
0,41.974089,-87.824812,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,2
0,41.9216,-87.666455,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,3
0,41.9216,-87.666455,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,3
0,41.9216,-87.666455,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,3,3
0,41.891118,-87.654491,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,4
0,41.867108,-87.654224,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,5
0,41.867108,-87.654224,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,5
0,41.867108,-87.654224,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,3,5
0,41.896282,-87.655232,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,6
0,41.919343,-87.694259,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,7
0,41.919343,-87.694259,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,7
0,41.921965,-87.632085,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,8
0,41.688324,-87.676709,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,9
0,41.720848,-87.666014,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,11
0,41.731922,-87.677512,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,12
0,41.731922,-87.677512,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,12
0,41.731922,-87.677512,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,3,12
0,41.999129,-87.795585,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,14
0,41.999129,-87.795585,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,14
0,41.907645,-87.760886,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,16
0,41.732984,-87.649642,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,17
0,41.981964,-87.812827,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,18
0,41.944869,-87.832763,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,19
0,42.011601,-87.811506,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,20
0,41.94983,-87.698457,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,21
0,41.979243,-87.750938,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,22
0,41.986921,-87.689778,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,23
0,41.801498,-87.763416,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,24
0,41.906638,-87.701431,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,25
0,41.723195,-87.64997,5,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,26
0,41.868077,-87.666901,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,27
0,41.868077,-87.666901,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,27
0,41.869216,-87.627561,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,28
0,41.662014,-87.724608,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,29
0,41.662014,-87.724608,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,29
0,41.662014,-87.724608,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,3,29
0,41.961743,-87.76007,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,30
0,41.961743,-87.76007,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,30
0,41.953067,-87.776792,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,31
0,41.953067,-87.776792,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,31
0,41.878114,-87.629798,3,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,32
0,41.958271,-87.702575,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,33
0,41.958271,-87.702575,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,33
0,41.932094,-87.700117,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,34
0,41.994469,-87.667736,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,35
0,42.006858,-87.675919,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,36
0,41.916265,-87.800515,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,37
0,41.916265,-87.800515,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,37
0,41.846075,-87.716277,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,38
0,41.918705,-87.752329,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,39
0,41.682587,-87.707973,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,40
0,41.682587,-87.707973,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,40
0,41.725517,-87.614258,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,41
0,41.948167,-87.730698,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,4,42
0,41.948167,-87.730698,8,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,42
0,41.963976,-87.69181,9,72.1428571429,67.5714285714,62.2857142857,124.64,1.07,0.59,3.41857142857,7.91428571429,11.4285714286,136.928571429,899.0,882.571428571,861.857142857,128.571428571,2.92857142857,7.57142857143,40.2857142857,56.9285714286,50.5714285714,57.5714285714,52.5,1,43
0,41.95469,-87.800991,9,70.8571428571,77.2857142857,69.6428571429,131.06,0.86,1.07,3.40571428571,9.54285714286,9.02142857143,137.457142857,913.857142857,909.428571429,899.0,127.857142857,5.71428571429,5.42857142857,38.5714285714,62.7857142857,61.5714285714,62.1428571429,55.1428571429,4,0
0,41.95469,-87.800991,9,70.8571428571,77.2857142857,69.6428571429,131.06,0.86,1.07,3.40571428571,9.54285714286,9.02142857143,137.457142857,913.857142857,909.428571429,899.0,127.857142857,5.71428571429,5.42857142857,38.5714285714,62.7857142857,61.5714285714,62.1428571429,55.1428571429,1,0
0,41.95469,-87.800991,9,70.8571428571,77.2857142857,69.6428571429,131.06,0.86,1.07,3.40571428571,9.54285714286,9.02142857143,137.457142857,913.857142857,909.428571429,899.0,127.857142857,5.71428571429,5.42857142857,38.5714285714,62.7857142857,61.5714285714,62.1428571429,55.1428571429,6,0
0,41.994991,-87.769279,9,70.8571428571,77.2857142857,69.6428571429,131.06,0.86,1.07,3.40571428571,9.54285714286,9.02142857143,137.457142857,913.857142857,909.428571429,899.0,127.857142857,5.71428571429,5.42857142857,38.5714285714,62.7857142857,61.5714285714,62.1428571429,55.1428571429,4,1
0,41.994991,-87.769279,9,70.8571428571,77.2857142857,69.6428571429,131.06,0.86,1.07,3.40571428571,9.54285714286,9.02142857143,137.457142857,913.857142857,909.428571429,899.0,127.857142857,5.71428571429,5.42857142857,38.5714285714,62.7857142857,61.5714285714,62.1428571429,55.1428571429,1,1
0,41.974089,-87.824812,8,70.8571428571,77.2857142857,69.6428571429,131.06,0.86,1.07,3.40571428571,9.54285714286,9.02142857143,137.457142857,913.857142857,909.428571429,899.0,127.857142857,5.71428571429,5.42857142857,38.5714285714,62.7857142857,61.5714285714,62.1428571429,55.1428571429,1,2
0,41.9216,-87.666455,8,70.8571428571,77.2857142857,69.6428571429,131.06,0.86,1.07,3.40571428571,9.54285714286,9.02142857143,137.457142857,913.857142857,909.428571429,899.0,127.857142857,5.71428571429,5.42857142857,38.5714285714,62.7857142857,61.5714285714,62.1428571429,55.1428571429,4,3
0,41.9216,-87.666455,8,70.8571428571,77.2857142857,69.6428571429,131.06,0.86,1.07,3.40571428571,9.54285714286,9.02142857143,137.457142857,913.857142857,909.428571429,899.0,127.857142857,5.71428571429,5.42857142857,38.5714285714,62.7857142857,61.5714285714,62.1428571429,55.1428571429,1,3
0,41.891118,-87.654491,8,70.8571428571,77.2857142857,69.6428571429,131.06,0.86,1.07,3.40571428571,9.54285714286,9.02142857143,137.457142857,913.857142857,909.428571429,899.0,127.857142857,5.71428571429,5.42857142857,38.5714285714,62.7857142857,61.5714285714,62.1428571429,55.1428571429,4,4
